# Study,Source,Google Scholar citations (as of 2/12/2017),Study Year,Period of analysis,Period start (may vary across elasticity values from the same paper),Period end (may vary across elasticity values from the same paper),Data frequency,Demand product/sector,Explanatory variable,Crude oil price or petroleum product price? Product=1;Crude=0,Region/country,Length of run (1 means 1 period),Variable,Levels or differences,Exogenous time trend (Yes=1;No=0),Time fixed effects (Yes=1;No=0),Sample size,Estimated coefficient ,Standard error,t-statistic,Lower bound confidence interval,Upper bound confidence interval,p value,Is the standard error obtained directly from the paper or calculated? 0=from paper; 1=calculated,Is the estimated coefficient an elasticity? Yes=1; No=0,Fixed elasticity(w.r.t. price or income level)= 0;Varyingelasticity=1,Symmetry test,Data type,Model type,Estimation technique,Per capita variables=1; total consumption levels=0,Logarithmic Transformation: 1=Yes; 0=No,Static price effect =0; Dynamic price effect=1,Price lags: 1=Yes;0=No,Static income effect=0; Dynamic income effect =1,Income lags: 1=Yes;0=No,Fixed income effect =0; Income-level dependnt effect =1,Other variables in specification,Other variables_names,Other variables_categories,System,Source,Equation number,Notes_1,Notes_2,Notes_3,Data subset
STUDY_NUMBER,REFERENCE,CITATIONS,STUDY_YR,PERIOD,YEAR_START,YEAR_END,FREQUENCY,PRODUCT_SECTOR,VARIABLE,PRICE_POINT,REGION,LENGTH_RUN,VAR_SYMBOL,LEVELS,TREND,T_DUMMIES,N_SIZE,BETA,ST_ERROR,T_STAT,LOW_INTERVAL,UPP_INTERVAL,P_VALUE,CALC_STERROR,ELASTICITY,FIXED_ELAST,SYMMETRY_TEST,DATA_TYPE,MODEL_TYPE,EST_TECHNIQUE,PER_CAPITA,LOGS,P_DYNAMIC,P_LAGS,Y_DYNAMIC,Y_LAGS,Y_INTERACTION,OTH_VARS,OTH_VAR_NAME,OTH_VAR_CAT,SYSTEM,SOURCE_TABLE,EQNUM,NOTES1,NOTES2,NOTES3,DATA_SUBSET
15,Coyleetal2012,22,2012,1990-2009,1990,2009,quarterly,Gasoline,Price,1,US,1,Pt,levels,0,1,76,-0.0752,0.018,,,,,0,1,0,NA,TS,system of equations_supply&demand,3SLS,1,1,0,0,0,0,0,1,macroeconomic indicators,macro_indicators,1,Table 3,1,,,,
15,Coyleetal2012,22,2012,1990-2009,1990,2009,quarterly,Gasoline,Disposable Income per capita,NA,US,1,Yt,levels,0,1,76,0.413,0.05,,,,,0,1,0,NA,TS,system of equations_supply&demand,3SLS,1,1,0,0,0,0,0,1,macroeconomic indicators,macro_indicators,1,Table 3,1,,,,
15,Coyleetal2012,22,2012,1990-2009,1990,2009,quarterly,Gasoline,Price,1,US,1,Pt,levels,0,1,76,-0.063,0.019,,,,,0,1,0,NA,TS,system of equations_supply&demand,OLS,1,1,0,0,0,0,0,1,macroeconomic indicators,macro_indicators,1,Table 5,2,OLS estimation biases estimates downwards,,,
15,Coyleetal2012,22,2012,1990-2009,1990,2009,quarterly,Gasoline,Disposable Income per capita,NA,US,1,Yt,levels,0,1,76,0.357,0.048,,,,,0,1,0,NA,TS,system of equations_supply&demand,OLS,1,1,0,0,0,0,0,1,macroeconomic indicators,macro_indicators,1,Table 5,2,OLS estimation biases estimates downwards,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,0.015,0.025,0.59,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,1,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.003,0.021,0.14,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,1,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,1.003,0.012,84.47,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,1,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.107,0.031,3.49,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,2,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.257,0.064,4.03,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,2,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.788,0.046,17.11,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,2,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.097,0.030,3.27,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,3,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.231,0.060,3.88,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,3,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.822,0.034,24.25,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,3,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.005,0.029,0.17,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,4,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.0174,0.028,0.63,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,4,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.980,0.020,49.43,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,4,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.122,0.001,101.58,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,5,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.27,0.003,97.89,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,5,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.75,0.002,401.68,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,5,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.502,0.122,4.13,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,2,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,1.209,0.283,4.27,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,2,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.543,0.165,3.29,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,3,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y ,levels,0,0,210,1.296,0.348,3.72,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,3,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.236,1.388,0.17,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,4,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y ,levels,0,0,210,0.876,1.327,0.66,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,4,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.489,0.008,64.28,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,5,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,1.077,0.012,89.29,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,5,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.171,0.042,4.07,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,6,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.407,0.092,4.42,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,6,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.573,0.086,6.66,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,6,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.207,0.045,4.55,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,7,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.471,0.176,2.67,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,7,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.922,0.378,2.44,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,7,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.143,0.037,3.82,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,8,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.416,0.094,4.41,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,8,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.736,0.099,7.46,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,8,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.109,0.067,1.62,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.005,0.006,0.8,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,1.138,0.084,13.51,,,,0,0,,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.4,0.073,5.45,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,6,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,0.953,0.164,5.82,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,6,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-2.664,13.320,0.2,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,7,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,6.056,30.280,0.2,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,7,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.542,0.217,2.5,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,8,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,1.576,0.668,2.36,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car ownership,vehicle_stock,0,Table 2,8,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.029,0.022,1.31,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.036,0.025,1.46,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.932,0.018,53,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.106,0.029,3.63,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,10,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.075,0.052,1.45,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,10,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.705,0.057,12.33,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,10,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.09,0.030,2.96,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,11,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.065,0.044,1.49,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,11,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.78,0.051,15.28,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,11,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.031,0.023,1.36,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,12,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.04,0.026,1.51,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,12,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.918,0.021,43.86,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,12,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.122,0.002,68.22,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,13,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.081,0.008,9.55,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,13,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.611,0.006,96.71,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,13,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.19,0.045,4.2,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,14,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.111,0.065,1.7,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,14,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.331,0.145,2.29,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",Within-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,14,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.169,0.039,4.28,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,15,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.235,0.150,1.57,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,15,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,-0.21,0.750,0.28,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",FD-2SLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,15,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.102,0.031,3.32,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,16,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,0.155,0.119,1.3,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,16,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.676,0.079,8.52,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",FD-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,16,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),1,Pt,levels,0,0,210,-0.024,0.033,0.72,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,17,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),1,Yt,levels,0,0,210,-0.02,0.019,1.06,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,17,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Lagged demand,NA,Europe (14),2,Dt-1,levels,0,0,210,0.797,0.240,3.32,,,,0,0,0,NA,CS-TS,"log-linear, partial adjustment model",sys-GMM,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,17,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.416,0.308,1.35,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,0.524,0.332,1.58,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,9,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.36,0.085,4.22,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,10,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,0.254,0.160,1.59,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",OLS_fixed effects,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,10,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.408,0.142,2.88,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,11,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,0.295,0.206,1.43,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",LSDVc,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,11,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.37,0.262,1.41,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,12,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Real GDP,NA,Europe (14),multiperiod,Y,levels,0,0,210,0.489,0.289,1.69,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,12,,,,
16,Pock2007,22,2007,1990-2004,1990,2004,annual,Gasoline,Price,1,Europe (14),multiperiod,P,levels,0,0,210,-0.314,0.005,65.9,,,,0,1,0,NA,CS-TS,"log-linear, partial adjustment model",GLS-HC,1,1,1,0,1,0,0,1,car gasoline and car diesel ownership,vehicle_stock,0,Table 3,13,,,,
